;intézmény megyéje;intézmény városa;vizsgázó évfolyama;vizsgázó képzési típusa;vizsgázó neme;vizsgázó képzési munkarendje;vizsgatárgy neve;vizsga szintje;vizsga fajtája;vizsgamentesség;vizsga nyelve;érdemjegy;össz százalék;össz pontszám;vizsgázó részvétele;I. feleletválasztós kérdéssor;II. esszé: tartalom;II. esszé:  kifejtés módja;III. összetett feladatok;írásbeli pontszám;mérés és tételkifejtés: tartalmi helyesség;mérés és tételkifejtés: felépítés, kifejtés;szóbeli pontszám;év;szint;időszak;egy téma kifejtése kísérlettel vagy méréssel: tartalom;egy téma kifejtése kísérlettel vagy méréssel: felépítés, kifejtés;II. összetett feladatok
799;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;88.0;132.0;megjelent;18.0;16.0;5.0;43.0;82.0;45.0;5.0;50.0;2014;E;ősz;;;
800;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;pótló;-;magyar;5.0;84.0;126.0;megjelent;24.0;16.0;5.0;33.0;78.0;43.0;5.0;48.0;2014;E;ősz;;;
801;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;90.0;135.0;megjelent;22.0;17.0;5.0;45.0;89.0;41.0;5.0;46.0;2014;E;ősz;;;
802;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;41.0;62.0;megjelent;10.0;16.0;4.0;17.0;47.0;13.0;2.0;15.0;2014;E;ősz;;;
803;Baranya;Pécs;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;emelt;szintemelõ;-;magyar;4.0;50.0;76.0;megjelent;8.0;15.0;5.0;22.0;50.0;23.0;3.0;26.0;2014;E;ősz;;;
804;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;74.0;112.0;megjelent;12.0;17.0;5.0;30.0;64.0;43.0;5.0;48.0;2014;E;ősz;;;
805;Baranya;Pécs;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;3.0;46.0;70.0;megjelent;14.0;15.0;5.0;4.0;38.0;29.0;3.0;32.0;2014;E;ősz;;;
806;Baranya;Pécs;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;79.0;119.0;megjelent;14.0;18.0;5.0;41.0;78.0;37.0;4.0;41.0;2014;E;ősz;;;
807;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;74.0;112.0;megjelent;12.0;18.0;5.0;29.0;64.0;43.0;5.0;48.0;2014;E;ősz;;;
808;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;52.0;79.0;megjelent;22.0;18.0;3.0;8.0;51.0;26.0;2.0;28.0;2014;E;ősz;;;
809;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;77.0;116.0;megjelent;14.0;15.0;5.0;34.0;68.0;43.0;5.0;48.0;2014;E;ősz;;;
810;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;42.0;63.0;megjelent;14.0;7.0;5.0;8.0;34.0;26.0;3.0;29.0;2014;E;ősz;;;
811;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;61.0;92.0;megjelent;16.0;12.0;5.0;16.0;49.0;39.0;4.0;43.0;2014;E;ősz;;;
812;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;53.0;80.0;megjelent;18.0;17.0;5.0;24.0;64.0;13.0;3.0;16.0;2014;E;ősz;;;
813;Baranya;Pécs;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;76.0;114.0;megjelent;12.0;16.0;5.0;43.0;76.0;34.0;4.0;38.0;2014;E;ősz;;;
814;Baranya;Pécs;13.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;E;ősz;;;
815;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;54.0;82.0;megjelent;18.0;5.0;3.0;18.0;44.0;34.0;4.0;38.0;2014;E;ősz;;;
816;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;53.0;80.0;megjelent;24.0;4.0;3.0;25.0;56.0;21.0;3.0;24.0;2014;E;ősz;;;
817;Bács-Kiskun;Kecskemét;12.0;szakközép;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;69.0;104.0;megjelent;18.0;12.0;2.0;36.0;68.0;32.0;4.0;36.0;2014;E;ősz;;;
818;Bács-Kiskun;Kiskunhalas;;-;férfi;nincs tanulói jogviszonya;fizika;emelt;ismétlõ;-;magyar;1.0;15.0;23.0;nem jelent meg;;;;;;;;;2014;E;ősz;;;
819;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;78.0;118.0;megjelent;16.0;18.0;5.0;33.0;72.0;41.0;5.0;46.0;2014;E;ősz;;;
820;Bács-Kiskun;Kecskemét;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;4.0;51.0;77.0;megjelent;10.0;13.0;3.0;24.0;50.0;24.0;3.0;27.0;2014;E;ősz;;;
821;Bács-Kiskun;Kecskemét;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;E;ősz;;;
822;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;61.0;92.0;megjelent;18.0;6.0;3.0;32.0;59.0;30.0;3.0;33.0;2014;E;ősz;;;
823;Bács-Kiskun;Kalocsa;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;85.0;128.0;megjelent;18.0;18.0;4.0;39.0;79.0;44.0;5.0;49.0;2014;E;ősz;;;
824;Bács-Kiskun;Kecskemét;;-;férfi;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;1.0;24.0;36.0;nem jelent meg;;;;;;;;;2014;E;ősz;;;
825;Bács-Kiskun;Kiskunfélegyháza;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;74.0;111.0;megjelent;18.0;13.0;4.0;37.0;72.0;35.0;4.0;39.0;2014;E;ősz;;;
826;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;84.0;126.0;megjelent;22.0;15.0;5.0;42.0;84.0;38.0;4.0;42.0;2014;E;ősz;;;
827;Bács-Kiskun;Kecskemét;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;60.0;90.0;megjelent;14.0;12.0;3.0;18.0;47.0;39.0;4.0;43.0;2014;E;ősz;;;
828;Bács-Kiskun;Kecskemét;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;88.0;132.0;megjelent;22.0;15.0;5.0;41.0;83.0;44.0;5.0;49.0;2014;E;ősz;;;
829;Bács-Kiskun;Kecskemét;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;36.0;55.0;megjelent;8.0;15.0;4.0;4.0;31.0;22.0;2.0;24.0;2014;E;ősz;;;
830;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;80.0;121.0;megjelent;26.0;10.0;4.0;38.0;78.0;38.0;5.0;43.0;2014;E;ősz;;;
831;Bács-Kiskun;Kiskõrös;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;88.0;133.0;megjelent;26.0;17.0;5.0;40.0;88.0;41.0;4.0;45.0;2014;E;ősz;;;
832;Bács-Kiskun;Kecskemét;;szakközép;férfi;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;4.0;52.0;78.0;megjelent;14.0;11.0;4.0;25.0;54.0;21.0;3.0;24.0;2014;E;ősz;;;
833;Bács-Kiskun;Kecskemét;;-;férfi;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;E;ősz;;;
834;Bács-Kiskun;Baja;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;34.0;51.0;megjelent;18.0;13.0;5.0;2.0;38.0;12.0;1.0;13.0;2014;E;ősz;;;
835;Bács-Kiskun;Kalocsa;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;60.0;91.0;megjelent;10.0;8.0;3.0;23.0;44.0;42.0;5.0;47.0;2014;E;ősz;;;
836;Bács-Kiskun;Baja;13.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;62.0;94.0;megjelent;14.0;16.0;5.0;33.0;68.0;23.0;3.0;26.0;2014;E;ősz;;;
837;Bács-Kiskun;Kalocsa;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;3.0;36.0;54.0;megjelent;6.0;6.0;4.0;8.0;24.0;27.0;3.0;30.0;2014;E;ősz;;;
838;Bács-Kiskun;Kecskemét;;-;nõ;nincs tanulói jogviszonya;fizika;emelt;szintemelõ;-;magyar;4.0;56.0;85.0;megjelent;12.0;11.0;4.0;23.0;50.0;31.0;4.0;35.0;2014;E;ősz;;;
839;Bács-Kiskun;Kiskõrös;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;67.0;101.0;megjelent;16.0;15.0;5.0;25.0;61.0;36.0;4.0;40.0;2014;E;ősz;;;
840;Bács-Kiskun;Kalocsa;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;71.0;107.0;megjelent;14.0;14.0;5.0;29.0;62.0;40.0;5.0;45.0;2014;E;ősz;;;
841;Bács-Kiskun;Kiskõrös;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;65.0;98.0;megjelent;14.0;9.0;3.0;30.0;56.0;39.0;3.0;42.0;2014;E;ősz;;;
842;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;47.0;71.0;megjelent;12.0;9.0;3.0;9.0;33.0;35.0;3.0;38.0;2014;E;ősz;;;
843;Bács-Kiskun;Kecskemét;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;71.0;107.0;megjelent;12.0;13.0;3.0;45.0;73.0;31.0;3.0;34.0;2014;E;ősz;;;
844;Bács-Kiskun;Kecskemét;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;70.0;106.0;megjelent;16.0;7.0;4.0;30.0;57.0;44.0;5.0;49.0;2014;E;ősz;;;
845;Bács-Kiskun;Kiskõrös;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;77.0;116.0;megjelent;20.0;11.0;4.0;36.0;71.0;41.0;4.0;45.0;2014;E;ősz;;;
846;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;4.0;54.0;82.0;megjelent;10.0;9.0;3.0;22.0;44.0;35.0;3.0;38.0;2014;E;ősz;;;
847;Bács-Kiskun;Kecskemét;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;86.0;130.0;megjelent;18.0;13.0;4.0;47.0;82.0;43.0;5.0;48.0;2014;E;ősz;;;
848;Bács-Kiskun;Kiskõrös;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;78.0;117.0;megjelent;20.0;14.0;4.0;37.0;75.0;37.0;5.0;42.0;2014;E;ősz;;;
849;Bács-Kiskun;Kiskunhalas;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;76.0;114.0;megjelent;14.0;14.0;4.0;35.0;67.0;42.0;5.0;47.0;2014;E;ősz;;;
850;Békés;Orosháza;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;80.0;120.0;megjelent;14.0;15.0;5.0;36.0;70.0;45.0;5.0;50.0;2014;E;ősz;;;
851;Békés;Orosháza;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;82.0;123.0;megjelent;22.0;14.0;5.0;33.0;74.0;44.0;5.0;49.0;2014;E;ősz;;;
852;Békés;Békéscsaba;;gimnázium;nõ;nincs tanulói jogviszonya;fizika;emelt;ismétlõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;E;ősz;;;
853;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;83.0;125.0;megjelent;18.0;14.0;3.0;42.0;77.0;43.0;5.0;48.0;2014;E;ősz;;;
854;Békés;Békéscsaba;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;77.0;116.0;megjelent;18.0;15.0;3.0;35.0;71.0;41.0;4.0;45.0;2014;E;ősz;;;
855;Békés;Gyula;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;4.0;48.0;72.0;megjelent;12.0;7.0;3.0;7.0;29.0;38.0;5.0;43.0;2014;E;ősz;;;
856;Békés;Orosháza;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;4.0;51.0;77.0;megjelent;16.0;7.0;3.0;17.0;43.0;30.0;4.0;34.0;2014;E;ősz;;;
857;Békés;Békéscsaba;13.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;1.0;40.0;60.0;nem jelent meg;;;;;;;;;2014;E;ősz;;;
858;Békés;Orosháza;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;81.0;122.0;megjelent;16.0;15.0;4.0;38.0;73.0;44.0;5.0;49.0;2014;E;ősz;;;
859;Békés;Gyula;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;70.0;105.0;megjelent;22.0;17.0;4.0;20.0;63.0;38.0;4.0;42.0;2014;E;ősz;;;
860;Békés;Orosháza;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;4.0;53.0;80.0;megjelent;8.0;5.0;3.0;16.0;32.0;43.0;5.0;48.0;2014;E;ősz;;;
861;Békés;Gyula;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;77.0;116.0;megjelent;10.0;12.0;4.0;40.0;66.0;45.0;5.0;50.0;2014;E;ősz;;;
862;Békés;Orosháza;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;81.0;122.0;megjelent;14.0;17.0;5.0;38.0;74.0;43.0;5.0;48.0;2014;E;ősz;;;
863;Békés;Szeghalom;13.0;-;férfi;nappali;fizika;emelt;ismétlõ;-;magyar;4.0;50.0;76.0;megjelent;14.0;11.0;4.0;21.0;50.0;24.0;2.0;26.0;2014;E;ősz;;;
864;Békés;Békéscsaba;13.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;4.0;55.0;83.0;megjelent;10.0;15.0;4.0;13.0;42.0;36.0;5.0;41.0;2014;E;ősz;;;
865;Békés;Mezõkovácsháza;13.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;2.0;29.0;44.0;megjelent;14.0;10.0;4.0;5.0;33.0;9.0;2.0;11.0;2014;E;ősz;;;
866;Békés;Békéscsaba;;gimnázium;nõ;nincs tanulói jogviszonya;fizika;emelt;ismétlõ;-;magyar;4.0;56.0;85.0;megjelent;16.0;10.0;5.0;12.0;43.0;37.0;5.0;42.0;2014;E;ősz;;;
867;Békés;Békéscsaba;;-;férfi;nincs tanulói jogviszonya;fizika;emelt;ismétlõ;-;magyar;1.0;40.0;61.0;megjelent;20.0;14.0;3.0;24.0;61.0;0.0;0.0;0.0;2014;E;ősz;;;
868;Békés;Békéscsaba;13.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;69.0;104.0;megjelent;16.0;15.0;3.0;31.0;65.0;36.0;3.0;39.0;2014;E;ősz;;;
869;Békés;Békéscsaba;13.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;59.0;89.0;megjelent;12.0;13.0;3.0;18.0;46.0;38.0;5.0;43.0;2014;E;ősz;;;
870;Békés;Békéscsaba;13.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;86.0;129.0;megjelent;20.0;14.0;3.0;44.0;81.0;43.0;5.0;48.0;2014;E;ősz;;;
871;Békés;Gyula;13.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;46.0;69.0;megjelent;12.0;15.0;5.0;15.0;47.0;20.0;2.0;22.0;2014;E;ősz;;;
872;Békés;Békéscsaba;12.0;szakközép;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;68.0;102.0;megjelent;10.0;13.0;5.0;31.0;59.0;39.0;4.0;43.0;2014;E;ősz;;;
873;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;89.0;134.0;megjelent;24.0;16.0;3.0;42.0;85.0;44.0;5.0;49.0;2014;E;ősz;;;
874;Békés;Békéscsaba;12.0;szakközép;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;50.0;76.0;megjelent;14.0;9.0;4.0;22.0;49.0;24.0;3.0;27.0;2014;E;ősz;;;
875;Békés;Békéscsaba;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;4.0;57.0;86.0;megjelent;14.0;14.0;3.0;17.0;48.0;33.0;5.0;38.0;2014;E;ősz;;;
876;Békés;Orosháza;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;4.0;54.0;81.0;megjelent;8.0;16.0;5.0;29.0;58.0;21.0;2.0;23.0;2014;E;ősz;;;
877;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;40.0;61.0;megjelent;6.0;10.0;2.0;14.0;32.0;26.0;3.0;29.0;2014;E;ősz;;;
878;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;33.0;50.0;megjelent;10.0;7.0;0.0;8.0;25.0;23.0;2.0;25.0;2014;E;ősz;;;
879;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;71.0;107.0;megjelent;18.0;17.0;3.0;27.0;65.0;37.0;5.0;42.0;2014;E;ősz;;;
880;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;73.0;110.0;megjelent;16.0;14.0;3.0;38.0;71.0;35.0;4.0;39.0;2014;E;ősz;;;
881;Békés;Orosháza;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;74.0;112.0;megjelent;16.0;17.0;5.0;33.0;71.0;37.0;4.0;41.0;2014;E;ősz;;;
882;Békés;Békéscsaba;2.0;-;férfi;nappali;fizika;emelt;kiegészítõ;-;magyar;4.0;54.0;82.0;megjelent;14.0;14.0;5.0;14.0;47.0;32.0;3.0;35.0;2014;E;ősz;;;
883;Békés;Békéscsaba;13.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;1.0;36.0;55.0;nem jelent meg;;;;;;;;;2014;E;ősz;;;
884;Békés;Szeghalom;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;5.0;66.0;99.0;megjelent;14.0;16.0;4.0;32.0;66.0;28.0;5.0;33.0;2014;E;ősz;;;
885;Békés;Békéscsaba;12.0;szakközép;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;57.0;86.0;megjelent;8.0;8.0;3.0;32.0;51.0;31.0;4.0;35.0;2014;E;ősz;;;
886;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;63.0;95.0;megjelent;8.0;15.0;3.0;32.0;58.0;33.0;4.0;37.0;2014;E;ősz;;;
887;Békés;Békéscsaba;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;E;ősz;;;
888;Békés;Békéscsaba;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;80.0;120.0;megjelent;16.0;14.0;3.0;37.0;70.0;45.0;5.0;50.0;2014;E;ősz;;;
889;Békés;Gyula;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;4.0;49.0;74.0;megjelent;12.0;14.0;2.0;18.0;46.0;25.0;3.0;28.0;2014;E;ősz;;;
890;Borsod-Abaúj-Zemplén;Miskolc;;-;férfi;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;4.0;48.0;73.0;megjelent;16.0;0.0;0.0;26.0;42.0;28.0;3.0;31.0;2014;E;ősz;;;
891;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;66.0;100.0;megjelent;14.0;16.0;5.0;20.0;55.0;40.0;5.0;45.0;2014;E;ősz;;;
892;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;74.0;111.0;megjelent;14.0;12.0;4.0;40.0;70.0;36.0;5.0;41.0;2014;E;ősz;;;
893;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;4.0;56.0;84.0;megjelent;12.0;13.0;4.0;15.0;44.0;36.0;4.0;40.0;2014;E;ősz;;;
894;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;emelt;javító;-;magyar;4.0;50.0;75.0;megjelent;8.0;7.0;3.0;17.0;35.0;36.0;4.0;40.0;2014;E;ősz;;;
895;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;66.0;100.0;megjelent;14.0;11.0;4.0;34.0;63.0;34.0;3.0;37.0;2014;E;ősz;;;
896;Borsod-Abaúj-Zemplén;Sajóecseg;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;71.0;107.0;megjelent;8.0;16.0;3.0;33.0;60.0;42.0;5.0;47.0;2014;E;ősz;;;
897;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;emelt;rendes;-;magyar;4.0;50.0;75.0;megjelent;16.0;9.0;4.0;20.0;49.0;22.0;4.0;26.0;2014;E;ősz;;;
898;Borsod-Abaúj-Zemplén;Sátoraljaújhely;14.0;-;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;3.0;46.0;70.0;megjelent;10.0;13.0;3.0;10.0;36.0;30.0;4.0;34.0;2014;E;ősz;;;
899;Borsod-Abaúj-Zemplén;Miskolc;13.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;78.0;118.0;megjelent;18.0;16.0;5.0;35.0;74.0;40.0;4.0;44.0;2014;E;ősz;;;
900;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;66.0;99.0;megjelent;12.0;14.0;4.0;28.0;58.0;36.0;5.0;41.0;2014;E;ősz;;;
901;Borsod-Abaúj-Zemplén;Kazincbarcika;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;4.0;51.0;77.0;megjelent;12.0;18.0;5.0;12.0;47.0;26.0;4.0;30.0;2014;E;ősz;;;
902;Borsod-Abaúj-Zemplén;Sátoraljaújhely;12.0;szakközép;férfi;nappali;fizika;emelt;rendes;-;magyar;2.0;29.0;44.0;megjelent;10.0;7.0;2.0;10.0;29.0;13.0;2.0;15.0;2014;E;ősz;;;
903;Borsod-Abaúj-Zemplén;Miskolc;;-;nõ;nincs tanulói jogviszonya;fizika;emelt;kiegészítõ;-;magyar;4.0;56.0;84.0;megjelent;8.0;15.0;4.0;21.0;48.0;31.0;5.0;36.0;2014;E;ősz;;;
904;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;72.0;109.0;megjelent;18.0;16.0;4.0;33.0;71.0;34.0;4.0;38.0;2014;E;ősz;;;
905;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;80.0;120.0;megjelent;18.0;9.0;4.0;39.0;70.0;45.0;5.0;50.0;2014;E;ősz;;;
906;Borsod-Abaúj-Zemplén;Sárospatak;13.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;63.0;95.0;megjelent;18.0;11.0;4.0;29.0;62.0;30.0;3.0;33.0;2014;E;ősz;;;
907;Borsod-Abaúj-Zemplén;Miskolc;;-;férfi;nincs tanulói jogviszonya;fizika;emelt;ismétlõ;-;magyar;5.0;76.0;115.0;megjelent;14.0;11.0;4.0;42.0;71.0;39.0;5.0;44.0;2014;E;ősz;;;
908;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;93.0;140.0;megjelent;20.0;18.0;5.0;47.0;90.0;45.0;5.0;50.0;2014;E;ősz;;;
909;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;78.0;117.0;megjelent;20.0;13.0;5.0;29.0;67.0;45.0;5.0;50.0;2014;E;ősz;;;
910;Borsod-Abaúj-Zemplén;Kazincbarcika;12.0;gimnázium;nõ;nappali;fizika;emelt;szintemelõ;-;magyar;4.0;48.0;72.0;megjelent;8.0;13.0;5.0;15.0;41.0;27.0;4.0;31.0;2014;E;ősz;;;
911;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;92.0;138.0;megjelent;22.0;16.0;5.0;45.0;88.0;45.0;5.0;50.0;2014;E;ősz;;;
912;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;3.0;43.0;65.0;megjelent;8.0;10.0;2.0;9.0;29.0;32.0;4.0;36.0;2014;E;ősz;;;
913;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;80.0;120.0;megjelent;18.0;16.0;5.0;35.0;74.0;41.0;5.0;46.0;2014;E;ősz;;;
914;Borsod-Abaúj-Zemplén;Miskolc;12.0;szakközép;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;71.0;107.0;megjelent;18.0;17.0;4.0;18.0;57.0;45.0;5.0;50.0;2014;E;ősz;;;
915;Borsod-Abaúj-Zemplén;Miskolc;13.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;75.0;113.0;megjelent;16.0;16.0;5.0;29.0;66.0;42.0;5.0;47.0;2014;E;ősz;;;
916;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;rendes;-;magyar;5.0;78.0;118.0;megjelent;18.0;15.0;5.0;42.0;80.0;35.0;3.0;38.0;2014;E;ősz;;;
917;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;emelt;szintemelõ;-;magyar;5.0;86.0;130.0;megjelent;30.0;11.0;4.0;46.0;91.0;35.0;4.0;39.0;2014;E;ősz;;;
